,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1246,3,3.0,2016-04-22,31-114,CLE,@,DET,W (+10),1,42:55,8,24,0.33299999999999996,1,6,0.16699999999999998,3,5,0.6,1,12,13,7,0,1,5,2,20,9.7,17
1247,4,4.0,2016-04-24,31-116,CLE,@,DET,W (+2),1,41:27,9,19,0.474,1,6,0.16699999999999998,3,3,1.0,2,9,11,6,2,0,2,4,22,19.0,5
1248,5,5.0,2016-05-02,31-124,CLE,,ATL,W (+11),1,40:34,11,21,0.524,2,4,0.5,1,1,1.0,0,7,7,9,5,1,4,3,25,23.6,16
1249,6,6.0,2016-05-04,31-126,CLE,,ATL,W (+25),1,28:08,9,15,0.6,4,6,0.667,5,9,0.556,0,4,4,5,3,0,2,4,27,22.6,24
1250,7,7.0,2016-05-06,31-128,CLE,@,ATL,W (+13),1,38:58,8,16,0.5,1,4,0.25,7,9,0.778,2,11,13,8,2,0,5,2,24,21.7,17
1251,8,8.0,2016-05-08,31-130,CLE,@,ATL,W (+1),1,37:52,10,23,0.435,1,5,0.2,0,3,0.0,5,5,10,9,2,1,6,2,21,14.9,2
1252,9,9.0,2016-05-17,31-139,CLE,,TOR,W (+31),1,28:18,11,13,0.846,0,1,0.0,2,4,0.5,2,4,6,4,2,1,4,3,24,21.4,20
1253,10,10.0,2016-05-19,31-141,CLE,,TOR,W (+19),1,33:45,7,13,0.5379999999999999,0,2,0.0,9,17,0.529,1,10,11,11,3,0,2,2,23,25.1,16
1254,11,11.0,2016-05-21,31-143,CLE,@,TOR,L (-15),1,38:50,9,17,0.529,1,5,0.2,5,7,0.7140000000000001,4,4,8,5,2,0,2,3,24,21.2,-12
1255,12,12.0,2016-05-23,31-145,CLE,@,TOR,L (-6),1,45:48,11,16,0.688,1,3,0.33299999999999996,6,6,1.0,4,5,9,6,2,1,1,3,29,31.2,-3
1256,13,13.0,2016-05-25,31-147,CLE,,TOR,W (+38),1,31:30,10,17,0.588,2,4,0.5,1,3,0.33299999999999996,0,6,6,8,2,1,2,2,23,21.6,31
1257,14,14.0,2016-05-27,31-149,CLE,@,TOR,W (+26),1,41:15,13,22,0.591,3,6,0.5,4,7,0.5710000000000001,2,9,11,6,1,3,3,2,33,29.2,22
1258,15,15.0,2016-06-02,31-155,CLE,@,GSW,L (-15),1,40:53,9,21,0.429,2,4,0.5,3,4,0.75,4,8,12,9,2,1,4,2,23,20.9,-9
1259,16,16.0,2016-06-05,31-158,CLE,@,GSW,L (-33),1,33:38,7,17,0.41200000000000003,1,5,0.2,4,4,1.0,0,8,8,9,4,1,7,3,19,15.1,-20
1260,17,17.0,2016-06-08,31-161,CLE,,GSW,W (+30),1,40:04,14,26,0.5379999999999999,1,2,0.5,3,5,0.6,2,9,11,6,1,2,5,2,32,23.5,24
1261,18,18.0,2016-06-10,31-163,CLE,,GSW,L (-11),1,45:34,11,21,0.524,1,5,0.2,2,4,0.5,4,9,13,9,2,3,7,4,25,21.2,-12
1262,19,19.0,2016-06-13,31-166,CLE,@,GSW,W (+15),1,42:38,16,30,0.5329999999999999,4,8,0.5,5,8,0.625,4,12,16,7,3,3,2,1,41,39.2,13
1263,20,20.0,2016-06-16,31-169,CLE,,GSW,W (+14),1,42:35,16,27,0.593,3,6,0.5,6,8,0.75,2,6,8,11,4,3,1,3,41,42.5,26
1264,21,21.0,2016-06-19,31-172,CLE,@,GSW,W (+4),1,46:49,9,24,0.375,1,5,0.2,8,10,0.8,1,10,11,11,2,3,5,1,27,23.1,4
